time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","AWS - App. Wind Speed","TWS - True Wind Speed","AWA - App. Wind Angle","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","VMG - Velocity Made Good","GPS Satellites","GPS HAcc","Battery Charge","Battery 1 Voltage","Battery 1 Temperature"
"2024-11-02 12:56:32.599","2024-11-03 13:43:39.329",38.200383,13.275653,89.74,0.1987402,89.74,1.955065,1.828725,-48.24,-52.89,36.85,0.33,-61.58,0.1199052,12,3.83,32,3.66,-247.6
"2024-11-02 12:56:33.599","2024-11-03 13:43:39.329",38.200367,13.275670,89.27,0.04942511,89.27,2.027049,1.999388,-55.38,-56.55,32.71,0.62,-61.51,0.02724186,13,3.475,32,3.658,-247.5
"2024-11-02 12:56:34.599","2024-11-03 13:43:39.329",38.200355,13.275682,89.13,0.04928672,89.13,1.946241,1.919699,-56.8,-58.03,31.09,0.86,-61.31,0.02609258,13,3.232,31,3.656,-247.5
"2024-11-02 12:56:35.599","2024-11-03 13:43:39.33",38.200352,13.275689,89.21,0.02874986,89.21,1.992924,1.975044,-51.22,-51.87,37.34,0.96,-61.39,0.01775144,12,3.043,32,3.658,-247.5
"2024-11-02 12:56:36.599","2024-11-03 13:43:39.33",38.200348,13.275696,89.08,0.02037113,89.08,2.19862,2.184915,-47.52,-47.91,41.17,1.97,-61.29,0.013653,12,2.898,32,3.66,-247.4
"2024-11-02 12:56:37.599","2024-11-03 13:43:39.33",38.200346,13.275702,89.01,0.02846765,89.01,2.224729,2.206451,-49.77,-50.34,38.68,0.54,-60.46,0.01817008,12,2.77,32,3.66,-247.8
"2024-11-02 12:56:38.599","2024-11-03 13:43:39.33",38.200339,13.275713,87.73,0.08418358,87.73,2.243381,2.191138,-50.79,-52.49,35.22,-1.91,-59.82,0.05124815,12,2.65,32,3.658,-247.4
"2024-11-02 12:56:39.399","2024-11-03 13:43:39.331",38.200330,13.275726,87.06,0.05241578,87.16,2.406377,2.375535,-53.45,-54.46,32.7,-3.15,-59.33,0.03046492,13,2.551,32,3.656,-247.4
"2024-11-02 12:56:40.599","2024-11-03 13:43:39.331",38.200321,13.275743,86.23,0.05492646,86.23,2.499294,2.47302,-60.87,-61.98,24.26,-3.04,-58.99,0.02580436,14,2.422,32,3.658,-247.5
"2024-11-02 12:56:41.599","2024-11-03 13:43:39.331",38.200316,13.275755,86.32,0.04959881,86.32,2.426489,2.408726,-68.47,-69.57,16.77,-2.29,-58.64,0.01731787,15,2.326,32,3.658,-247.5
"2024-11-02 12:56:42.599","2024-11-03 13:43:39.332",38.200313,13.275764,85.81,0.0381542,85.81,2.563619,2.551137,-70.5,-71.31,14.49,-2.93,-58.75,0.01222676,15,2.236,32,3.66,-247.4
"2024-11-02 12:56:43.599","2024-11-03 13:43:39.332",38.200312,13.275770,85.93,0.02996977,85.93,2.744592,2.734944,-70.92,-71.51,14.4,-3.19,-58.72,0.009501036,15,2.164,32,3.658,-247.5
"2024-11-02 12:56:44.599","2024-11-03 13:43:39.332",38.200310,13.275776,86.71,0.02343539,86.71,2.854672,2.844948,-65.27,-65.7,21.01,-3.24,-58.82,0.009644662,14,2.107,31,3.654,-247.4
"2024-11-02 12:56:45.599","2024-11-03 13:43:39.332",38.200309,13.275781,87.15,0.02989933,87.15,2.855117,2.842695,-65.17,-65.72,21.42,-3.29,-58.93,0.0122924,16,2.051,31,3.656,-247.4
"2024-11-02 12:56:46.599","2024-11-03 13:43:39.333",38.200309,13.275784,87.65,0.02489485,87.65,2.785246,2.777324,-71.2,-71.69,15.96,-2.96,-59.26,0.007821451,15,1.998,31,3.656,-247.5
"2024-11-02 12:56:47.599","2024-11-03 13:43:39.333",38.200310,13.275789,88.37,0.03379728,88.37,2.677167,2.663994,-66.72,-67.39,20.96,-2.8,-59.32,0.01299135,16,1.947,32,3.658,-247.4
"2024-11-02 12:56:48.599","2024-11-03 13:43:39.333",38.200310,13.275794,88.66,0.02902296,88.66,2.591001,2.576572,-59.91,-60.47,28.2,-3.01,-59.2,0.01430613,16,1.893,32,3.658,-247.4
"2024-11-02 12:56:49.599","2024-11-03 13:43:39.334",38.200309,13.275798,88.83,0.02897228,88.83,2.547246,2.534184,-62.91,-63.49,25.34,-3.08,-59.19,0.0129295,16,1.846,32,3.658,-247.4
"2024-11-02 12:56:50.599","2024-11-03 13:43:39.334",38.200309,13.275802,89.04,0.01879432,89.04,2.564304,2.556825,-66.36,-66.74,22.29,-3.09,-59.38,0.007420369,16,1.802,32,3.658,-247.4
"2024-11-02 12:56:51.599","2024-11-03 13:43:39.334",38.200310,13.275805,89.12,0.02151912,89.12,2.537702,2.528109,-63.31,-63.74,25.38,-3.18,-59.7,0.0095198,16,1.758,32,3.658,-247.4
"2024-11-02 12:56:52.599","2024-11-03 13:43:39.335",38.200310,13.275808,89.28,0.02415037,89.28,2.524398,2.513877,-63.92,-64.41,24.86,-3.18,-59.57,0.01042779,16,1.717,32,3.656,-247.2
"2024-11-02 12:56:53.599","2024-11-03 13:43:39.335",38.200310,13.275811,89.56,0.0233367,89.56,2.613021,2.603823,-66.55,-67.02,22.54,-2.85,-59.59,0.00911041,16,1.68,32,3.658,-247.2
"2024-11-02 12:56:54.599","2024-11-03 13:43:39.335",38.200311,13.275813,89.67,0.0296701,89.67,2.794246,2.784265,-70.05,-70.63,19.04,-2.87,-59.73,0.009840842,16,1.642,32,3.658,-247.2
"2024-11-02 12:56:55.599","2024-11-03 13:43:39.335",38.200310,13.275816,89.27,0.02802874,89.27,2.794905,2.786498,-72.27,-72.82,16.45,-3.38,-59.73,0.008279238,16,1.607,31,3.656,-247.2
"2024-11-02 12:56:56.599","2024-11-03 13:43:39.336",38.200309,13.275818,88.95,0.02888237,88.95,2.619475,2.608613,-67.61,-68.21,20.74,-3.32,-59.62,0.01072465,15,1.578,32,3.658,-247.2
"2024-11-02 12:56:57.599","2024-11-03 13:43:39.336",38.200308,13.275821,89.13,0.02591024,89.13,2.48411,2.473881,-66.47,-67.02,22.11,-3.34,-59.7,0.01011399,16,1.552,32,3.658,-247.1
"2024-11-02 12:56:58.599","2024-11-03 13:43:39.336",38.200306,13.275824,89.11,0.03250929,89.11,2.753604,2.741671,-68.15,-68.78,20.34,-2.99,-59.42,0.01176622,16,1.521,32,3.658,-247.1
"2024-11-02 12:56:59.599","2024-11-03 13:43:39.336",38.200305,13.275827,89.2,0.029922,89.2,2.95287,2.940261,-64.81,-65.34,23.86,-2.93,-59.47,0.01248411,16,1.492,32,3.658,-247.1
"2024-11-02 12:57:00.599","2024-11-03 13:43:39.337",38.200304,13.275830,88.86,0.02983444,88.86,2.880588,2.865846,-60.13,-60.65,28.21,-3.23,-59.8,0.01462463,16,1.464,31,3.656,-247.1
"2024-11-02 12:57:01.599","2024-11-03 13:43:39.337",38.200304,13.275832,88.65,0.0426715,88.65,2.707275,2.685717,-59.26,-60.04,28.61,-2.97,-59.78,0.02130626,16,1.435,32,3.658,-247.1
"2024-11-02 12:57:02.599","2024-11-03 13:43:39.337",38.200303,13.275834,88.15,0.0368226,88.15,2.581057,2.562522,-59.43,-60.13,28.01,-2.68,-59.81,0.01833761,16,1.407,32,3.658,-247.1
"2024-11-02 12:57:03.599","2024-11-03 13:43:39.337",38.200302,13.275837,87.06,0.04295156,87.06,2.432408,2.407239,-53.71,-54.54,32.52,-3.21,-59.5,0.02491732,16,1.386,32,3.658,-247.1
"2024-11-02 12:57:04.599","2024-11-03 13:43:39.338",38.200300,13.275839,86.05,0.04963619,86.05,2.189559,2.157969,-49.97,-50.98,35.07,-3.56,-61.55,0.03125064,16,1.364,32,3.658,-247
"2024-11-02 12:57:05.599","2024-11-03 13:43:39.338",38.200298,13.275839,86.97,0.09550679,86.97,2.126973,2.066206,-49.48,-51.51,35.46,-2.52,-61.39,0.05945367,15,1.34,32,3.658,-247.1
"2024-11-02 12:57:06.599","2024-11-03 13:43:39.338",38.200297,13.275840,87.88,0.06619263,87.88,2.147107,2.108441,-53.54,-54.99,32.89,-2.19,-61.17,0.03798141,15,1.318,32,3.658,-247.1
"2024-11-02 12:57:07.599","2024-11-03 13:43:39.338",38.200295,13.275841,87.2,0.07732497,87.2,2.103191,2.059503,-54.72,-56.48,30.73,-1.46,-60.57,0.04269926,16,1.299,32,3.658,-247
"2024-11-02 12:57:08.599","2024-11-03 13:43:39.339",38.200294,13.275841,85.98,0.05304585,85.98,2.133708,2.107316,-59.55,-60.79,25.19,-0.69,-60.43,0.02588891,16,1.284,32,3.658,-247
"2024-11-02 12:57:09.599","2024-11-03 13:43:39.339",38.200293,13.275842,84.84,0.05711581,84.84,2.230549,2.20638,-64.3,-65.63,19.2,-0.46,-59.65,0.02356191,16,1.27,32,3.658,-247
"2024-11-02 12:57:10.599","2024-11-03 13:43:39.339",38.200293,13.275843,83.48,0.09464829,83.48,2.426178,2.384212,-62.67,-64.69,18.79,-4.83,-58.95,0.04045736,15,1.259,32,3.656,-246.9
"2024-11-02 12:57:11.599","2024-11-03 13:43:39.34",38.200292,13.275845,81.6,0.1006589,81.6,2.548885,2.501154,-60.69,-62.7,18.9,-4.76,-59.12,0.04616165,15,1.25,32,3.658,-247
"2024-11-02 12:57:12.599","2024-11-03 13:43:39.34",38.200292,13.275847,80.73,0.09652223,80.73,2.403118,2.338583,-47.18,-48.91,31.82,-4.1,-59.12,0.06343384,15,1.234,32,3.658,-247
"2024-11-02 12:57:13.599","2024-11-03 13:43:39.34",38.200291,13.275849,80.33,0.08135101,80.33,2.329196,2.270068,-42.68,-44.08,36.26,-3.09,-59.25,0.05844018,16,1.226,32,3.658,-247
"2024-11-02 12:57:14.599","2024-11-03 13:43:39.34",38.200291,13.275851,79.5,0.06554401,79.5,2.319697,2.274006,-45.22,-46.4,33.1,-3.1,-59.19,0.04520514,16,1.219,32,3.658,-247.1
"2024-11-02 12:57:15.599","2024-11-03 13:43:39.341",38.200290,13.275852,78.53,0.08151923,78.53,2.091675,2.033189,-43.38,-44.95,33.59,-3.1,-59.01,0.05769277,16,1.213,32,3.658,-247
"2024-11-02 12:57:16.399","2024-11-03 13:43:39.341",38.200289,13.275853,77.58,0.04407941,77.71,1.958756,1.9268,-43.09,-43.98,33.72,-3.35,-59.44,0.03171739,16,1.209,31,3.656,-247
"2024-11-02 12:57:17.599","2024-11-03 13:43:39.341",38.200288,13.275854,76.95,0.04255339,76.95,2.398927,2.370557,-47.81,-48.57,28.38,-3.54,-59.26,0.02815744,16,1.198,32,3.658,-247
"2024-11-02 12:57:18.599","2024-11-03 13:43:39.341",38.200286,13.275855,76.82,0.03672888,76.82,2.508904,2.486048,-51.19,-51.85,24.96,-2.8,-59.67,0.0226892,16,1.187,31,3.656,-247
"2024-11-02 12:57:19.599","2024-11-03 13:43:39.342",38.200284,13.275855,77.15,0.03556477,77.15,2.390299,2.367974,-50.78,-51.45,25.7,-3.1,-59.4,0.02216397,16,1.175,31,3.656,-247.1
"2024-11-02 12:57:20.499","2024-11-03 13:43:39.342",38.200283,13.275854,77.34,0.03857848,77.27,2.347018,2.322748,-50.65,-51.38,25.88,-2.6,-59.75,0.02407662,16,1.165,31,3.656,-247
"2024-11-02 12:57:21.599","2024-11-03 13:43:39.342",38.200281,13.275855,77.91,0.04911333,77.91,2.685434,2.655539,-52.09,-52.92,24.98,-3.04,-59.36,0.02960929,16,1.155,31,3.656,-246.9
"2024-11-02 12:57:22.599","2024-11-03 13:43:39.342",38.200280,13.275855,77.47,0.05259231,77.47,3.009776,2.979205,-54.05,-54.87,22.6,-2.54,-59.44,0.03026369,16,1.146,32,3.656,-246.8
"2024-11-02 12:57:23.599","2024-11-03 13:43:39.343",38.200278,13.275855,76.95,0.05269466,76.95,3.040524,3.009827,-53.97,-54.78,22.17,-3.45,-59.13,0.0303922,16,1.134,32,3.658,-246.9
"2024-11-02 12:57:24.599","2024-11-03 13:43:39.343",38.200277,13.275854,75.67,0.04541468,75.67,3.029605,3.001932,-52.12,-52.8,22.86,-2.48,-59.1,0.02745674,16,1.125,31,3.656,-246.9
"2024-11-02 12:57:25.599","2024-11-03 13:43:39.347",38.200275,13.275854,76.36,0.05214278,76.36,2.910422,2.878114,-51.31,-52.12,24.24,-2.42,-58.84,0.03201712,16,1.116,31,3.656,-246.8
"2024-11-02 12:57:26.599","2024-11-03 13:43:39.348",38.200274,13.275854,76.83,0.04615191,76.83,2.833624,2.803731,-49.28,-49.99,26.84,-1.98,-58.99,0.02967241,16,1.105,31,3.656,-246.8
"2024-11-02 12:57:27.599","2024-11-03 13:43:39.348",38.200273,13.275854,77.02,0.06003991,77.02,2.631361,2.591853,-48.35,-49.35,27.68,-1.92,-59.14,0.03911405,16,1.099,32,3.658,-246.8
"2024-11-02 12:57:28.599","2024-11-03 13:43:39.348",38.200272,13.275854,77.18,0.04568784,77.18,2.655442,2.624879,-47.65,-48.39,28.81,-2.14,-58.86,0.03034385,16,1.094,32,3.658,-246.9
"2024-11-02 12:57:29.599","2024-11-03 13:43:39.349",38.200270,13.275854,77.86,0.05738666,77.86,2.75127,2.714113,-49.19,-50.11,27.75,-1.76,-58.98,0.03680402,16,1.085,32,3.658,-246.9
"2024-11-02 12:57:30.599","2024-11-03 13:43:39.349",38.200269,13.275854,78.1,0.04741657,78.1,2.712443,2.682977,-51.19,-51.98,26.13,-2.19,-58.92,0.0292084,16,1.081,32,3.658,-246.9
"2024-11-02 12:57:31.599","2024-11-03 13:43:39.349",38.200268,13.275854,77.38,0.02789001,77.38,2.934766,2.919367,-56.26,-56.71,20.67,-2.27,-58.58,0.01530686,16,1.08,32,3.658,-246.9
"2024-11-02 12:57:32.599","2024-11-03 13:43:39.349",38.200267,13.275855,77.02,0.04577319,77.02,3.108454,3.083665,-56.86,-57.57,19.46,-2.88,-58.68,0.0245496,16,1.078,31,3.656,-246.8
"2024-11-02 12:57:33.599","2024-11-03 13:43:39.35",38.200267,13.275855,76.72,0.03932152,76.72,3.23668,3.215509,-57.13,-57.72,19,-2.8,-58.84,0.0210001,16,1.075,32,3.658,-246.8
"2024-11-02 12:57:34.599","2024-11-03 13:43:39.35",38.200266,13.275855,76.32,0.03054674,76.32,3.284595,3.268488,-57.95,-58.41,17.92,-3.32,-58.73,0.0160037,16,1.071,32,3.658,-246.8
"2024-11-02 12:57:35.599","2024-11-03 13:43:39.35",38.200266,13.275855,75.67,0.03270702,75.67,3.212149,3.194653,-57.42,-57.91,17.75,-3.48,-59.48,0.01737642,16,1.065,32,3.658,-246.8
"2024-11-02 12:57:36.599","2024-11-03 13:43:39.351",38.200265,13.275855,75.2,0.03590175,75.2,3.198573,3.177811,-54.41,-54.93,20.27,-4.07,-59.51,0.02062725,16,1.06,32,3.658,-246.8
"2024-11-02 12:57:37.599","2024-11-03 13:43:39.351",38.200264,13.275855,75.37,0.03433394,75.37,3.08819,3.067501,-52.69,-53.2,22.17,-4.15,-59.76,0.02056637,16,1.056,32,3.656,-246.8
"2024-11-02 12:57:38.599","2024-11-03 13:43:39.351",38.200263,13.275855,75.99,0.04296431,75.99,2.946722,2.921432,-53.6,-54.27,21.72,-3.69,-59.7,0.02508429,16,1.052,32,3.658,-246.6
"2024-11-02 12:57:39.599","2024-11-03 13:43:39.351",38.200262,13.275855,76.59,0.04827037,76.59,2.859454,2.831559,-54.31,-55.1,21.49,-4.12,-59.89,0.02762112,16,1.049,32,3.658,-246.9
"2024-11-02 12:57:40.599","2024-11-03 13:43:39.352",38.200261,13.275856,76.91,0.05436374,76.91,3.114073,3.083059,-54.8,-55.63,21.28,-3.3,-59.87,0.03069076,16,1.047,32,3.658,-246.6
"2024-11-02 12:57:41.599","2024-11-03 13:43:39.352",38.200261,13.275856,77.65,0.05732135,77.65,2.74889,2.715327,-53.67,-54.65,23.01,-3.01,-59.76,0.03316588,16,1.049,32,3.658,-246.6
"2024-11-02 12:57:42.599","2024-11-03 13:43:39.352",38.200260,13.275856,76.87,0.05244036,76.87,2.554935,2.521262,-49.59,-50.51,26.37,-2.8,-60.36,0.03335229,16,1.047,31,3.656,-246.8
"2024-11-02 12:57:43.599","2024-11-03 13:43:39.352",38.200260,13.275856,75.53,0.05207005,75.53,2.463843,2.429876,-48.82,-49.75,25.79,-2.69,-59.97,0.03364631,16,1.044,31,3.656,-246.6
"2024-11-02 12:57:44.599","2024-11-03 13:43:39.353",38.200259,13.275857,75.17,0.04083579,75.17,2.318288,2.290878,-47.46,-48.22,26.96,-2.61,-60.34,0.02720984,16,1.036,31,3.656,-246.8
"2024-11-02 12:57:45.599","2024-11-03 13:43:39.353",38.200259,13.275857,74.82,0.03216007,74.82,2.263468,2.240236,-43.46,-44.03,30.8,-2.93,-60.37,0.02312197,16,1.03,32,3.658,-246.8
"2024-11-02 12:57:46.599","2024-11-03 13:43:39.353",38.200259,13.275857,74.31,0.02895295,74.31,2.305411,2.283697,-41.18,-41.65,32.66,-2.93,-60.44,0.02163383,16,1.025,31,3.656,-246.5
"2024-11-02 12:57:47.599","2024-11-03 13:43:39.353",38.200259,13.275857,73.81,0.03297728,73.81,2.255751,2.229373,-36.63,-37.13,36.67,-2.68,-60.25,0.02629039,16,1.02,32,3.656,-246.6
"2024-11-02 12:57:48.599","2024-11-03 13:43:39.354",38.200259,13.275857,74.38,0.02622109,74.38,2.371732,2.350693,-36.45,-36.84,37.54,-2.92,-60.45,0.02098671,16,1.015,31,3.656,-246.6
"2024-11-02 12:57:49.599","2024-11-03 13:43:39.354",38.200258,13.275856,74.98,0.02774524,74.98,2.532192,2.510364,-37.93,-38.31,36.66,-2.89,-60.39,0.02176996,16,1.013,32,3.656,-246.6
"2024-11-02 12:57:50.599","2024-11-03 13:43:39.354",38.200258,13.275856,75.03,0.03615589,75.03,2.767166,2.739756,-40.45,-40.95,34.08,-2.96,-60.4,0.02730833,16,1.008,32,3.658,-246.5
"2024-11-02 12:57:51.599","2024-11-03 13:43:39.355",38.200258,13.275855,74.82,0.03788383,74.82,2.924086,2.896948,-43.99,-44.51,30.31,-2.66,-60.12,0.02701737,16,1.005,31,3.656,-246.5
"2024-11-02 12:57:52.599","2024-11-03 13:43:39.355",38.200258,13.275855,75.05,0.04230795,75.05,2.989885,2.959517,-43.85,-44.41,30.63,-2.38,-60.17,0.03022141,16,1.003,32,3.656,-246.5
"2024-11-02 12:57:53.599","2024-11-03 13:43:39.355",38.200258,13.275855,75.57,0.02911022,75.57,2.999191,2.978588,-44.75,-45.14,30.42,-2.66,-60.13,0.02053189,16,0.9985,32,3.658,-246.5
"2024-11-02 12:57:54.599","2024-11-03 13:43:39.356",38.200258,13.275855,75.39,0.02656568,75.39,2.974961,2.957396,-48.42,-48.8,26.59,-3.08,-60.14,0.01749791,16,0.9956,31,3.656,-246.5
"2024-11-02 12:57:55.6","2024-11-03 13:43:39.356",38.200259,13.275854,75.07,0.07346895,75.07,2.864364,2.814498,-46.72,-47.8,27.27,-3.5,-59.84,0.0493487,16,0.9937,31,3.654,-246.6
"2024-11-02 12:57:56.6","2024-11-03 13:43:39.356",38.200259,13.275854,74.28,0.05556599,74.28,2.554643,2.510593,-37.18,-37.94,36.34,-3.12,-59.77,0.04382188,16,0.9878,31,3.656,-246.6
"2024-11-02 12:57:57.4","2024-11-03 13:43:39.357",38.200259,13.275854,74.25,0.03023077,74.25,2.511004,2.487348,-38.29,-38.72,35.53,-3,-59.87,0.02358584,16,0.9839,32,3.656,-246.5
"2024-11-02 12:57:58.6","2024-11-03 13:43:39.357",38.200259,13.275854,74.74,0.04114991,74.74,2.627975,2.597441,-41.79,-42.4,32.33,-2.99,-60.09,0.03038814,16,0.9819,32,3.658,-246.5
"2024-11-02 12:57:59.6","2024-11-03 13:43:39.357",38.200258,13.275853,75.18,0.03876559,75.18,2.259796,2.22841,-35.65,-36.23,38.95,-2.23,-60.36,0.03126951,16,0.98,32,3.656,-246.4
"2024-11-02 12:58:00.6","2024-11-03 13:43:39.357",38.200258,13.275853,77.08,0.07045589,77.08,2.022022,1.962941,-32.47,-33.56,43.52,-2.8,-60.43,0.05870664,16,0.9766,31,3.656,-246.5
"2024-11-02 12:58:01.4","2024-11-03 13:43:39.358",38.200258,13.275853,81.43,0.05568083,80.39,1.987018,1.941432,-34.59,-35.51,44.88,-2.37,-60.54,0.04532255,16,0.9736,31,3.656,-246.4
"2024-11-02 12:58:02.6","2024-11-03 13:43:39.358",38.200259,13.275853,84.89,0.05126109,84.89,2.091166,2.05278,-41.05,-41.98,42.91,-1.67,-60.65,0.03810482,16,0.9688,31,3.656,-246.5
"2024-11-02 12:58:03.6","2024-11-03 13:43:39.358",38.200260,13.275852,86.2,0.09423565,86.2,2.197613,2.131814,-44.83,-46.62,39.58,-1.77,-60.77,0.06473179,16,0.9639,31,3.656,-246.5
"2024-11-02 12:58:04.6","2024-11-03 13:43:39.358",38.200262,13.275852,85.9,0.1184311,85.9,2.30179,2.218941,-44.55,-46.69,39.21,-3.68,-61.56,0.08123519,15,0.9629,32,3.656,-246.6
"2024-11-02 12:58:05.6","2024-11-03 13:43:39.359",38.200263,13.275851,84.3,0.1181405,84.3,2.362534,2.277649,-43.07,-45.09,39.21,-3.23,-61.67,0.0834026,16,0.9639,31,3.65,-246.5
"2024-11-02 12:58:06.6","2024-11-03 13:43:39.359",38.200264,13.275851,83.63,0.09425771,83.63,2.141016,2.069754,-40.05,-41.73,41.9,-1.79,-61.51,0.07034268,16,0.9609,31,3.654,-246.4
"2024-11-02 12:58:07.6","2024-11-03 13:43:39.359",38.200263,13.275852,84.06,0.1144706,84.06,2.155019,2.066092,-38.06,-40.01,44.03,-1.62,-62.56,0.08766882,15,0.96,31,3.656,-246.4
"2024-11-02 12:58:08.6","2024-11-03 13:43:39.36",38.200263,13.275854,84.88,0.1739412,84.88,2.360206,2.223242,-36.74,-39.42,45.46,-1.85,-61.89,0.134379,16,0.9609,31,3.656,-246.4
"2024-11-02 12:58:09.6","2024-11-03 13:43:39.36",38.200262,13.275855,85.79,0.1566193,85.79,2.272932,2.150539,-37.35,-39.89,45.9,-1.64,-62.56,0.1201724,16,0.96,31,3.656,-246.5
"2024-11-02 12:58:10.6","2024-11-03 13:43:39.36",38.200262,13.275855,87.07,0.08381522,87.07,2.197333,2.132943,-39.1,-40.52,46.55,-0.74,-62.99,0.06371544,16,0.9565,31,3.656,-246.5
"2024-11-02 12:58:11.6","2024-11-03 13:43:39.361",38.200263,13.275855,87.34,0.06909507,87.34,2.112179,2.059217,-39.35,-40.57,46.77,-1.56,-62.95,0.05248338,15,0.9517,31,3.656,-246.4
"2024-11-02 12:58:12.6","2024-11-03 13:43:39.361",38.200263,13.275855,86.77,0.05340515,86.77,1.871375,1.828462,-36.05,-37.03,49.75,-0.91,-63.25,0.04263635,16,0.9487,31,3.656,-246.2
"2024-11-02 12:58:13.6","2024-11-03 13:43:39.361",38.200263,13.275855,86.88,0.04452021,86.88,1.624859,1.585026,-26.18,-26.88,60,-2.99,-62.47,0.03970791,15,0.9458,31,3.656,-246.4
"2024-11-02 12:58:14.6","2024-11-03 13:43:39.361",38.200262,13.275854,86.47,0.03977682,86.47,1.510499,1.473535,-21.4,-21.96,64.5,-2.33,-62.53,0.03689048,16,0.9438,31,3.656,-246.5
"2024-11-02 12:58:15.6","2024-11-03 13:43:39.362",38.200263,13.275853,86.52,0.04581384,86.52,1.717556,1.677705,-29.18,-29.94,56.58,-2.63,-63.05,0.03969889,15,0.9438,31,3.656,-246.4
"2024-11-02 12:58:16.6","2024-11-03 13:43:39.362",38.200263,13.275853,86.3,0.02905892,86.3,1.969571,1.945562,-34.05,-34.53,51.77,-2.45,-62.68,0.0239405,15,0.9419,31,3.656,-246.4
"2024-11-02 12:58:17.6","2024-11-03 13:43:39.362",38.200263,13.275853,86.27,0.03453218,86.27,2.130481,2.103305,-37.81,-38.39,47.88,-2.49,-62.35,0.02706811,16,0.9399,31,3.656,-246.2
"2024-11-02 12:58:18.6","2024-11-03 13:43:39.362",38.200263,13.275852,86,0.03572154,86,2.232793,2.206612,-42.55,-43.18,42.83,-0.2,-62.85,0.02604762,16,0.9355,31,3.656,-246.2
"2024-11-02 12:58:19.6","2024-11-03 13:43:39.363",38.200263,13.275851,86.28,0.06134865,86.28,2.168932,2.125443,-44.28,-45.44,40.85,0.48,-63.23,0.04304862,16,0.9326,31,3.656,-246.2
"2024-11-02 12:58:20.6","2024-11-03 13:43:39.363",38.200263,13.275851,85.88,0.04498412,85.88,2.131811,2.101068,-46.45,-47.33,38.54,-0.74,-62.99,0.03048597,16,0.9307,31,3.656,-246.2
"2024-11-02 12:58:21.6","2024-11-03 13:43:39.363",38.200263,13.275850,85.76,0.04330435,85.76,2.001736,1.972408,-46.91,-47.82,37.94,0.33,-63.1,0.02907152,16,0.9277,31,3.656,-246.2
"2024-11-02 12:58:22.6","2024-11-03 13:43:39.364",38.200264,13.275850,86.22,0.02866919,86.22,1.819014,1.800879,-50.41,-51.11,35.11,-1.12,-62.85,0.01799819,16,0.9248,31,3.654,-246.2
"2024-11-02 12:58:23.6","2024-11-03 13:43:39.364",38.200264,13.275850,86.86,0.03788107,86.86,1.876274,1.853038,-51.7,-52.63,34.23,-0.75,-62.8,0.02299385,16,0.9229,31,3.656,-246.1
"2024-11-02 12:58:24.6","2024-11-03 13:43:39.364",38.200264,13.275850,88.29,0.04837099,88.29,2.06024,2.031455,-52.94,-54.03,34.26,-0.66,-62.77,0.0284126,15,0.9199,31,3.656,-246.2
"2024-11-02 12:58:25.6","2024-11-03 13:43:39.364",38.200264,13.275850,89.85,0.06396724,89.85,2.060939,2.018899,-48.24,-49.59,40.26,-0.69,-62.65,0.04146364,15,0.917,31,3.654,-246.1
"2024-11-02 12:58:26.6","2024-11-03 13:43:39.365",38.200264,13.275849,91.43,0.04580778,91.43,2.003659,1.969779,-41.86,-42.75,48.68,-1.42,-63.18,0.03363831,15,0.9146,31,3.656,-246
"2024-11-02 12:58:27.6","2024-11-03 13:43:39.365",38.200264,13.275848,93.54,0.07256199,93.54,2.061391,2.017875,-52.34,-53.97,39.57,-0.88,-63.09,0.0426801,16,0.9106,31,3.654,-246.1
"2024-11-02 12:58:28.6","2024-11-03 13:43:39.365",38.200264,13.275847,95.56,0.09164074,95.56,2.228383,2.183095,-59.35,-61.43,34.15,-1.82,-63.21,0.04383465,15,0.9067,31,3.654,-246.1
"2024-11-02 12:58:29.6","2024-11-03 13:43:39.366",38.200264,13.275847,97.44,0.09184067,97.44,2.396566,2.365707,-69.33,-71.41,26.03,-1.48,-63.09,0.02927784,16,0.9048,31,3.654,-246.1
"2024-11-02 12:58:30.6","2024-11-03 13:43:39.366",38.200265,13.275846,98.73,0.0666223,98.73,2.635024,2.616785,-73.41,-74.81,23.92,-1.07,-62.92,0.01745503,15,0.9009,31,3.656,-246
"2024-11-02 12:58:31.6","2024-11-03 13:43:39.366",38.200266,13.275845,97.67,0.1122106,97.67,2.666315,2.63603,-73.18,-75.51,22.16,-0.29,-63.14,0.02807047,15,0.8979,31,3.654,-246.1
"2024-11-02 12:58:32.6","2024-11-03 13:43:39.366",38.200267,13.275843,95.77,0.1329134,95.77,2.563678,2.528062,-73.02,-75.91,19.87,-1.09,-62.98,0.03237303,15,0.8945,31,3.654,-246
"2024-11-02 12:58:33.6","2024-11-03 13:43:39.367",38.200267,13.275842,94.84,0.1384067,94.84,2.332894,2.294619,-72.3,-75.6,19.24,-0.81,-62.81,0.03441977,16,0.8916,31,3.656,-246.1
"2024-11-02 12:58:34.6","2024-11-03 13:43:39.367",38.200268,13.275840,94.99,0.1288679,94.99,2.258029,2.235912,-78.5,-81.74,13.25,-1.24,-62.14,0.01851326,16,0.8867,31,3.656,-246.1
